InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
571912,82582,AREA PATROLLED METAL SIGN,12,10/19/2011 15:26,2.1,17512.0,United Kingdom
546479,23176,ABC TREASURE BOOK BOX ,8,3/14/2011 11:38,2.25,12682.0,France
577485,23311,VINTAGE CHRISTMAS STOCKING ,5,11/20/2011 11:56,2.55,16360.0,United Kingdom
577524,23269,SET OF 2 CERAMIC CHRISTMAS TREES,1,11/20/2011 13:33,1.45,16905.0,United Kingdom
542231,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,1/26/2011 13:40,2.95,16714.0,United Kingdom
544806,22945,CHRISTMAS METAL TAGS ASSORTED ,12,2/23/2011 14:50,0.85,15932.0,United Kingdom
558922,23298,SPOTTY BUNTING,3,7/5/2011 10:06,4.95,16782.0,United Kingdom
576071,22335,HEART DECORATION PAINTED ZINC ,2,11/13/2011 16:03,0.65,18069.0,United Kingdom
567904,23176,ABC TREASURE BOOK BOX ,8,9/22/2011 16:34,2.25,12609.0,Germany
551440,20726,LUNCH BAG WOODLAND,1,4/28/2011 15:29,1.65,15311.0,United Kingdom
572513,23508,MINI PLAYING CARDS DOLLY GIRL ,2,10/24/2011 14:36,0.42,16728.0,United Kingdom
546540,16156S,WRAP PINK FAIRY CAKES ,100,3/14/2011 15:05,0.34,15061.0,United Kingdom
557119,21934,SKULL SHOULDER BAG,10,6/16/2011 17:08,1.65,17416.0,United Kingdom
C555636,22679,FRENCH BLUE METAL DOOR SIGN 4,-10,6/6/2011 12:33,1.25,15073.0,United Kingdom
546739,21121,SET/10 RED POLKADOT PARTY CANDLES,24,3/16/2011 12:12,1.25,17511.0,United Kingdom
552769,48187,DOORMAT NEW ENGLAND,1,5/11/2011 11:47,7.95,16241.0,United Kingdom
543631,22196,SMALL HEART MEASURING SPOONS,2,2/10/2011 16:17,0.85,14081.0,United Kingdom
553239,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,48,5/16/2011 11:31,1.25,16226.0,United Kingdom
544294,21669,BLUE STRIPE CERAMIC DRAWER KNOB,12,2/17/2011 12:42,1.25,15601.0,United Kingdom
557670,22491,PACK OF 12 COLOURED PENCILS,576,6/22/2011 10:11,0.72,12798.0,Japan
553034,22531,MAGIC DRAWING SLATE CIRCUS PARADE  ,48,5/12/2011 20:03,0.42,17970.0,United Kingdom
579293,22619,SET OF 6 SOLDIER SKITTLES,1,11/29/2011 11:22,3.75,14419.0,United Kingdom
577061,23569,TRADTIONAL ALPHABET STAMP SET,4,11/17/2011 14:40,4.95,14911.0,EIRE
580963,22835,HOT WATER BOTTLE I AM SO POORLY,8,12/6/2011 14:49,4.95,14868.0,United Kingdom
576252,22094,RED RETROSPOT TISSUE BOX,36,11/14/2011 13:55,0.39,14418.0,United Kingdom
552277,21714,CITRONELLA CANDLE GARDEN POT,6,5/8/2011 12:34,1.25,13642.0,United Kingdom
557153,23172,REGENCY TEA PLATE PINK,3,6/17/2011 11:07,1.65,13735.0,United Kingdom
550193,84991,60 TEATIME FAIRY CAKE CASES,48,4/15/2011 9:27,0.55,13952.0,United Kingdom
580469,22998,TRAVEL CARD WALLET KEEP CALM,1,12/4/2011 12:32,0.42,14583.0,United Kingdom
549689,POST,POSTAGE,1,4/11/2011 13:40,4.95,15971.0,United Kingdom
550193,35924,HANGING FAIRY CAKE DECORATION,6,4/15/2011 9:27,2.1,13952.0,United Kingdom
574911,90018A,SILVER M.O.P ORBIT DROP EARRINGS,2,11/7/2011 15:49,4.25,14073.0,United Kingdom
540094,22470,HEART OF WICKER LARGE,6,1/4/2011 15:33,2.95,14221.0,United Kingdom
561518,23294,SET OF 6 SNACK LOAF BAKING CASES,16,7/27/2011 15:20,0.83,15261.0,United Kingdom
575612,22355,CHARLOTTE BAG SUKI DESIGN,10,11/10/2011 12:47,0.85,17416.0,United Kingdom
573136,21485,RETROSPOT HEART HOT WATER BOTTLE,3,10/27/2011 17:00,4.95,12709.0,Germany
572909,22624,IVORY KITCHEN SCALES,2,10/26/2011 15:48,8.5,15821.0,United Kingdom
580872,22616,PACK OF 12 LONDON TISSUES ,2,12/6/2011 12:02,0.39,18283.0,United Kingdom
557468,84992,72 SWEETHEART FAIRY CAKE CASES,3,6/20/2011 13:14,0.55,16713.0,United Kingdom
571701,23263,SET OF 3 WOODEN HEART DECORATIONS,12,10/18/2011 15:05,1.25,14639.0,United Kingdom
550750,22566,FELTCRAFT HAIRBAND PINK AND PURPLE,12,4/20/2011 11:45,0.85,13632.0,United Kingdom
566649,21175,GIN + TONIC DIET METAL SIGN,24,9/14/2011 11:26,2.55,18173.0,United Kingdom
C546209,85159B,"WHITE TEA,COFFEE,SUGAR JARS",-2,3/10/2011 11:31,4.4,15596.0,United Kingdom
553141,23298,SPOTTY BUNTING,4,5/13/2011 13:01,4.95,15907.0,United Kingdom
569638,20981,12 PENCILS TALL TUBE WOODLAND,12,10/5/2011 12:15,0.85,16140.0,United Kingdom
547786,20675,BLUE POLKADOT BOWL,1,3/25/2011 11:44,1.25,14587.0,United Kingdom
574042,21231,SWEETHEART CERAMIC TRINKET BOX,32,11/2/2011 13:05,1.25,17947.0,United Kingdom
573992,23311,VINTAGE CHRISTMAS STOCKING ,6,11/2/2011 11:20,2.55,15275.0,United Kingdom
551693,22029,SPACEBOY BIRTHDAY CARD,12,5/3/2011 13:36,0.42,15582.0,United Kingdom
563555,81950B,FLOWER BLUE CLOCK WITH SUCKER,4,8/17/2011 13:21,0.29,16755.0,United Kingdom
538839,22540,MINI JIGSAW CIRCUS PARADE ,1,12/14/2010 13:10,0.42,14606.0,United Kingdom
549916,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,16,4/13/2011 9:39,0.65,13717.0,United Kingdom
551351,23136,IVORY WIRE SWEETHEART LETTER TRAY,12,4/28/2011 10:20,3.29,14298.0,United Kingdom
561258,22766,PHOTO FRAME CORNICE,8,7/26/2011 12:03,2.95,15513.0,United Kingdom
559357,23240,SET OF 4 KNICK KNACK TINS DOILEY ,6,7/7/2011 18:56,4.15,17107.0,United Kingdom
557886,22607,WOODEN ROUNDERS GARDEN SET ,2,6/23/2011 13:39,9.95,17799.0,United Kingdom
560368,46000M,POLYESTER FILLER PAD 45x45cm,1,7/18/2011 12:25,1.55,17841.0,United Kingdom
564856,22325,MOBILE VINTAGE HEARTS ,3,8/31/2011 9:11,4.95,12477.0,Germany
573501,21520,BOOZE & WOMEN GREETING CARD ,24,10/31/2011 12:02,0.42,18055.0,United Kingdom
564020,23288,GREEN VINTAGE SPOT BEAKER,8,8/22/2011 11:57,0.85,13971.0,United Kingdom
579001,22554,PLASTERS IN TIN WOODLAND ANIMALS,3,11/27/2011 16:19,1.65,15555.0,United Kingdom
561807,22671,FRENCH LAUNDRY SIGN BLUE METAL,24,7/29/2011 15:02,1.65,17491.0,United Kingdom
544106,82482,WOODEN PICTURE FRAME WHITE FINISH,4,2/16/2011 10:47,2.55,14530.0,United Kingdom
578273,22727,ALARM CLOCK BAKELIKE RED ,6,11/23/2011 13:41,3.75,14335.0,Germany
576857,23199,JUMBO BAG APPLES,1,11/16/2011 15:52,2.08,12748.0,United Kingdom
579672,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,11/30/2011 12:41,0.55,14005.0,United Kingdom
575219,22766,PHOTO FRAME CORNICE,48,11/9/2011 11:17,2.55,17511.0,United Kingdom
575694,23188,VINTAGE  2 METRE FOLDING RULER,1,11/10/2011 16:38,1.65,12748.0,United Kingdom
C562661,22744,MAKE YOUR OWN MONSOON CARD KIT,-6,8/8/2011 13:40,2.95,13588.0,United Kingdom
575602,82552,WASHROOM METAL SIGN,1,11/10/2011 12:27,1.45,17059.0,United Kingdom
575854,21891,TRADITIONAL WOODEN SKIPPING ROPE,12,11/11/2011 12:20,1.45,14125.0,United Kingdom
540405,22499,WOODEN UNION JACK BUNTING,48,1/7/2011 9:50,4.95,14828.0,United Kingdom
575063,22630,DOLLY GIRL LUNCH BOX,3,11/8/2011 12:32,1.95,16764.0,United Kingdom
579461,47566,PARTY BUNTING,4,11/29/2011 14:42,4.95,15615.0,United Kingdom
C570902,84820,DANISH ROSE TRINKET TRAYS,-4,10/13/2011 10:53,5.95,17724.0,United Kingdom
550446,21314,SMALL GLASS HEART TRINKET POT,32,4/18/2011 12:36,2.1,13871.0,United Kingdom
547924,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,2,3/28/2011 13:39,8.5,17749.0,United Kingdom
575167,22944,CHRISTMAS METAL POSTCARD WITH BELLS,72,11/8/2011 17:09,0.39,15153.0,United Kingdom
537382,22075,6 RIBBONS ELEGANT CHRISTMAS ,4,12/6/2010 13:13,1.65,16710.0,United Kingdom
581500,48187,DOORMAT NEW ENGLAND,2,12/9/2011 10:45,8.25,15344.0,United Kingdom
552826,21163,DO NOT TOUCH MY STUFF DOOR HANGER ,4,5/11/2011 13:20,1.45,14277.0,France
570722,84946,ANTIQUE SILVER T-LIGHT GLASS,72,10/12/2011 11:08,1.06,14642.0,United Kingdom
540999,22381,TOY TIDY PINK POLKADOT,50,1/13/2011 10:08,1.85,13694.0,United Kingdom
544450,22521,CHILDS GARDEN TROWEL PINK,15,2/20/2011 12:23,0.85,17811.0,United Kingdom
542626,21244,BLUE POLKADOT PLATE ,8,1/31/2011 9:51,1.69,12720.0,Germany
563503,22537,MAGIC DRAWING SLATE DINOSAUR,24,8/17/2011 9:05,0.42,16488.0,United Kingdom
568050,21524,DOORMAT SPOTTY HOME SWEET HOME,1,9/23/2011 12:38,8.25,15901.0,United Kingdom
544444,20724,RED RETROSPOT CHARLOTTE BAG,100,2/20/2011 10:51,0.72,13246.0,United Kingdom
561882,22747,POPPY'S PLAYHOUSE BATHROOM,6,7/31/2011 12:52,2.1,13388.0,United Kingdom
573418,22456,NATURAL SLATE CHALKBOARD LARGE ,9,10/31/2011 9:35,4.95,15360.0,United Kingdom
552269,22918,HERB MARKER PARSLEY,1,5/8/2011 11:52,0.65,16121.0,United Kingdom
576575,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,6,11/15/2011 13:55,2.95,16295.0,United Kingdom
544200,85173,SET/6 FROG PRINCE T-LIGHT CANDLES,6,2/17/2011 10:08,2.55,12494.0,France
557021,21563,RED HEART SHAPE LOVE BUCKET ,10,6/16/2011 12:55,2.95,17642.0,United Kingdom
576592,22632,HAND WARMER RED RETROSPOT,1,11/15/2011 14:47,2.1,13614.0,United Kingdom
555418,22623,BOX OF VINTAGE JIGSAW BLOCKS ,3,6/3/2011 10:19,5.95,15498.0,United Kingdom
571291,48173C,DOORMAT BLACK FLOCK ,1,10/16/2011 15:44,8.25,13610.0,United Kingdom
567139,23169,CLASSIC GLASS COOKIE JAR,6,9/16/2011 14:45,4.15,13563.0,United Kingdom
548150,35810A,ENAMEL PINK COFFEE CONTAINER,6,3/29/2011 12:55,0.83,17315.0,United Kingdom
542105,22588,CARD HOLDER GINGHAM HEART,6,1/25/2011 13:35,2.55,12854.0,United Kingdom
565616,23213,STAR WREATH DECORATION WITH BELL,12,9/5/2011 15:26,1.25,15238.0,United Kingdom
C539667,21284,RETROSPOT CANDLE  SMALL,-24,12/21/2010 10:47,0.42,13148.0,United Kingdom
572231,22141,CHRISTMAS CRAFT TREE TOP ANGEL,6,10/21/2011 14:41,2.1,13974.0,United Kingdom
567170,22549,PICTURE DOMINOES,2,9/18/2011 12:40,1.45,13566.0,United Kingdom
580404,23368,SET 12 COLOUR PENCILS DOLLY GIRL ,24,12/4/2011 12:01,0.65,13596.0,United Kingdom
558630,20974,12 PENCILS SMALL TUBE SKULL,24,6/30/2011 18:07,0.65,15615.0,United Kingdom
561093,22745,POPPY'S PLAYHOUSE BEDROOM ,6,7/25/2011 10:01,2.1,12540.0,Spain
545937,22492,MINI PAINT SET VINTAGE ,72,3/8/2011 12:05,0.65,12758.0,Portugal
545308,22247,BUNNY DECORATION MAGIC GARDEN,1,3/1/2011 13:19,0.85,14656.0,United Kingdom
562031,22485,SET OF 2 WOODEN MARKET CRATES,2,8/1/2011 17:37,12.75,16984.0,United Kingdom
568049,23031,DRAWER KNOB CRACKLE GLAZE PINK,18,9/23/2011 12:38,1.65,17841.0,United Kingdom
567656,20676,RED RETROSPOT BOWL,1,9/21/2011 14:40,2.46,14096.0,United Kingdom
537227,22867,HAND WARMER BIRD DESIGN,48,12/6/2010 8:42,2.1,17677.0,United Kingdom
540098,22470,HEART OF WICKER LARGE,2,1/4/2011 15:50,2.95,16241.0,United Kingdom
567153,22367,CHILDRENS APRON SPACEBOY DESIGN,2,9/16/2011 16:25,1.95,14056.0,United Kingdom
567635,22384,LUNCH BAG PINK POLKADOT,20,9/21/2011 13:41,1.65,16523.0,United Kingdom
572328,23571,TRADITIONAL NAUGHTS & CROSSES,12,10/24/2011 10:11,1.65,13104.0,United Kingdom
540372,22133,PINK LOVE HEART SHAPE CUP,12,1/6/2011 16:41,0.85,13081.0,United Kingdom
565445,22203,MILK PAN RED RETROSPOT,1,9/4/2011 14:50,3.75,13548.0,United Kingdom
558523,21877,HOME SWEET HOME MUG,828,6/30/2011 10:44,1.06,17949.0,United Kingdom
565141,22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,4,9/1/2011 13:40,1.25,17841.0,United Kingdom
580672,23205,CHARLOTTE BAG VINTAGE ALPHABET ,2,12/5/2011 14:29,0.85,17920.0,United Kingdom
573397,23168,CLASSIC CAFE SUGAR DISPENSER,1,10/30/2011 15:19,1.25,15547.0,United Kingdom
569212,22469,HEART OF WICKER SMALL,3,10/2/2011 12:05,1.65,15164.0,United Kingdom
554920,21981,PACK OF 12 WOODLAND TISSUES ,24,5/27/2011 12:41,0.29,16275.0,United Kingdom
556776,23245,SET OF 3 REGENCY CAKE TINS,2,6/14/2011 12:24,4.95,14730.0,United Kingdom
553585,20725,LUNCH BAG RED RETROSPOT,10,5/18/2011 10:41,1.65,15301.0,United Kingdom
538378,21137,BLACK RECORD COVER FRAME,3,12/12/2010 11:26,3.75,14577.0,United Kingdom
547247,16161P,WRAP ENGLISH ROSE ,25,3/22/2011 9:01,0.42,18225.0,United Kingdom
567533,21429,RED GINGHAM ROSE JEWELLERY BOX,8,9/21/2011 9:45,1.95,17651.0,United Kingdom
576379,23349,ROLL WRAP VINTAGE CHRISTMAS,24,11/15/2011 9:21,1.25,16423.0,United Kingdom
555102,23161,REGENCY CAKE FORK,36,5/31/2011 13:50,1.25,14819.0,United Kingdom
C581124,21452,TOADSTOOL MONEY BOX,-4,12/7/2011 12:38,2.95,13109.0,United Kingdom
574265,79321,CHILLI LIGHTS,4,11/3/2011 14:17,5.75,15605.0,United Kingdom
558718,21981,PACK OF 12 WOODLAND TISSUES ,24,7/1/2011 13:31,0.29,16589.0,United Kingdom
553527,22970,LONDON BUS COFFEE MUG,6,5/17/2011 14:57,2.55,15123.0,United Kingdom
562607,23315,IVORY REFECTORY CLOCK,2,8/8/2011 11:45,9.95,12885.0,United Kingdom
552371,22029,SPACEBOY BIRTHDAY CARD,12,5/9/2011 12:28,0.42,17629.0,United Kingdom
568984,22627,MINT KITCHEN SCALES,1,9/29/2011 15:57,8.5,17813.0,United Kingdom
572227,85114B,IVORY ENCHANTED FOREST PLACEMAT,6,10/21/2011 14:01,1.65,15051.0,United Kingdom
553002,23169,CLASSIC GLASS COOKIE JAR,2,5/12/2011 15:26,4.15,13263.0,United Kingdom
542596,48184,DOORMAT ENGLISH ROSE ,2,1/30/2011 10:27,7.95,14532.0,United Kingdom
541789,21735,TWO DOOR CURIO CABINET,24,1/21/2011 13:07,10.95,14088.0,United Kingdom
562789,22626,BLACK KITCHEN SCALES,2,8/9/2011 13:50,8.5,14646.0,Netherlands
558200,22514,CHILDS GARDEN SPADE BLUE,2,6/27/2011 13:00,2.1,15976.0,United Kingdom
542112,48138,DOORMAT UNION FLAG,1,1/25/2011 13:55,7.95,13168.0,United Kingdom
578266,21770,OPEN CLOSED METAL SIGN,1,11/23/2011 13:34,4.95,12748.0,United Kingdom
568645,20726,LUNCH BAG WOODLAND,20,9/28/2011 11:38,1.65,12656.0,France
565118,22385,JUMBO BAG SPACEBOY DESIGN,10,9/1/2011 11:33,2.08,15039.0,United Kingdom
537465,84375,SET OF 20 KIDS COOKIE CUTTERS,12,12/7/2010 10:32,2.1,17735.0,United Kingdom
546684,22191,IVORY DINER WALL CLOCK,2,3/16/2011 9:47,8.5,16152.0,United Kingdom
540496,20669,RED HEART LUGGAGE TAG,15,1/7/2011 17:18,1.25,15485.0,United Kingdom
565727,51014L,"FEATHER PEN,LIGHT PINK",24,9/6/2011 11:58,0.39,13158.0,United Kingdom
578063,21479,WHITE SKULL HOT WATER BOTTLE ,4,11/22/2011 15:36,4.25,16929.0,United Kingdom
C545439,37495,FAIRY CAKE BIRTHDAY CANDLE SET,-4,3/2/2011 15:58,3.75,14243.0,United Kingdom
580520,22118,JOY WOODEN BLOCK LETTERS,1,12/4/2011 14:55,1.25,13521.0,United Kingdom
537634,21804,WHITE CHRISTMAS GARLAND STARS TREES,4,12/7/2010 15:15,3.75,16775.0,United Kingdom
544675,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,12,2/22/2011 15:59,1.25,16011.0,United Kingdom
548617,22197,SMALL POPCORN HOLDER,24,4/1/2011 11:50,0.85,16592.0,United Kingdom
563926,21931,JUMBO STORAGE BAG SUKI,10,8/21/2011 14:42,2.08,12553.0,France
545188,22971,QUEENS GUARD COFFEE MUG,6,2/28/2011 15:19,2.55,14056.0,United Kingdom
554827,23118,PARISIENNE JEWELLERY DRAWER ,16,5/26/2011 15:19,6.65,14646.0,Netherlands
546622,22385,JUMBO BAG SPACEBOY DESIGN,2,3/15/2011 11:30,1.95,17954.0,United Kingdom
566648,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,6,9/14/2011 11:25,2.95,14198.0,United Kingdom
555076,22924,FRIDGE MAGNETS LA VIE EN ROSE,12,5/31/2011 12:11,0.85,13900.0,United Kingdom
575517,23439,HAND WARMER RED LOVE HEART,3,11/10/2011 10:49,2.1,14562.0,United Kingdom
559672,82582,AREA PATROLLED METAL SIGN,12,7/11/2011 14:04,2.1,14796.0,United Kingdom
542631,22956,36 FOIL HEART CAKE CASES,1,1/31/2011 10:09,2.1,12841.0,United Kingdom
574138,22818,CARD CHRISTMAS VILLAGE,24,11/3/2011 11:26,0.42,12415.0,Australia
565451,20725,LUNCH BAG RED RETROSPOT,10,9/4/2011 15:37,1.65,15365.0,United Kingdom
556575,22193,RED DINER WALL CLOCK,1,6/13/2011 13:44,8.5,17027.0,United Kingdom
565971,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,3,9/8/2011 11:27,2.95,13571.0,United Kingdom
559907,21232,STRAWBERRY CERAMIC TRINKET BOX,12,7/13/2011 13:37,1.25,12766.0,Portugal
540464,84692,BOX OF 24 COCKTAIL PARASOLS,100,1/7/2011 13:17,0.36,14298.0,United Kingdom
572923,22138,BAKING SET 9 PIECE RETROSPOT ,3,10/27/2011 8:35,4.95,15948.0,United Kingdom
C555935,22456,NATURAL SLATE CHALKBOARD LARGE ,-6,6/8/2011 9:14,4.95,12567.0,France
564860,23075,PARLOUR CERAMIC WALL HOOK,4,8/31/2011 10:06,4.15,17725.0,United Kingdom
539105,22188,BLACK HEART CARD HOLDER,4,12/16/2010 10:43,3.95,14825.0,United Kingdom
547921,21318,GLASS CHALICE BLUE SMALL ,6,3/28/2011 13:28,1.65,14766.0,United Kingdom
554483,22383,LUNCH BAG SUKI DESIGN ,10,5/24/2011 12:57,1.65,13771.0,United Kingdom
559061,84673B,BLUE FLY SWAT,2,7/6/2011 10:04,0.65,17220.0,United Kingdom
573373,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,3,10/30/2011 13:37,2.55,14684.0,United Kingdom
574722,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,10,11/6/2011 14:45,0.29,14502.0,United Kingdom
569803,23542,WALL ART 70'S ALPHABET ,2,10/6/2011 11:48,8.25,13090.0,United Kingdom
543550,POST,POSTAGE,1,2/10/2011 9:43,18.0,12601.0,Germany
543187,22726,ALARM CLOCK BAKELIKE GREEN,4,2/4/2011 11:43,3.75,14778.0,United Kingdom
563505,22713,CARD I LOVE LONDON ,12,8/17/2011 9:45,0.42,17865.0,United Kingdom
566329,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",2,9/12/2011 12:20,4.95,14527.0,United Kingdom
581404,23425,STORAGE TIN HOME SWEET HOME,4,12/8/2011 13:47,0.79,13680.0,United Kingdom
542716,22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,2,1/31/2011 14:02,2.95,16407.0,United Kingdom
562579,84974,S/2 ZINC HEART DESIGN PLANTERS,4,8/7/2011 13:30,9.95,16950.0,United Kingdom
560385,21932,SCANDINAVIAN PAISLEY PICNIC BAG,2,7/18/2011 12:53,1.65,14583.0,United Kingdom
539752,15036,ASSORTED COLOURS SILK FAN,12,12/21/2010 15:43,0.75,12515.0,Italy
567505,23298,SPOTTY BUNTING,3,9/20/2011 14:34,4.95,12352.0,Norway
537199,20711,JUMBO BAG TOYS ,1,12/5/2010 14:06,1.95,15894.0,United Kingdom
556578,22077,6 RIBBONS RUSTIC CHARM,12,6/13/2011 14:13,1.65,12472.0,Germany
578292,22928,YELLOW GIANT GARDEN THERMOMETER,3,11/23/2011 14:35,5.95,13174.0,United Kingdom
566975,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,6,9/16/2011 9:24,2.95,13599.0,United Kingdom
577107,22188,BLACK HEART CARD HOLDER,4,11/17/2011 17:30,3.95,16558.0,United Kingdom
C565077,22189,CREAM HEART CARD HOLDER,-1,8/31/2011 17:31,3.95,17451.0,United Kingdom
540504,21179,NO JUNK MAIL METAL SIGN,4,1/9/2011 11:02,1.25,13668.0,United Kingdom
573822,23173,REGENCY TEAPOT ROSES ,2,11/1/2011 11:33,9.95,15527.0,United Kingdom
544644,22185,SLATE TILE NATURAL HANGING,36,2/22/2011 11:46,1.45,17002.0,United Kingdom
541596,22934,BAKING MOULD EASTER EGG WHITE CHOC,2,1/19/2011 16:18,2.95,17602.0,United Kingdom
579188,23084,RABBIT NIGHT LIGHT,18,11/28/2011 15:34,2.08,12748.0,United Kingdom
552724,22927,GREEN GIANT GARDEN THERMOMETER,2,5/11/2011 10:29,5.95,13418.0,United Kingdom
544071,22670,FRENCH WC SIGN BLUE METAL,12,2/15/2011 14:30,1.25,16317.0,United Kingdom
547896,82581,TOILET METAL SIGN,1,3/28/2011 11:34,0.55,17841.0,United Kingdom
540248,21625,VINTAGE UNION JACK APRON,4,1/5/2011 15:57,6.95,15034.0,United Kingdom
548737,22383,LUNCH BAG SUKI DESIGN ,10,4/4/2011 11:18,1.65,12682.0,France
563216,21718,RED METAL BEACH SPADE ,2,8/14/2011 13:14,1.25,17841.0,United Kingdom
568083,21506,"FANCY FONT BIRTHDAY CARD, ",24,9/23/2011 14:38,0.42,15903.0,United Kingdom
565408,22136,LOVE HEART SOCK HANGER,2,9/4/2011 11:12,1.65,16813.0,United Kingdom
567675,22491,PACK OF 12 COLOURED PENCILS,1,9/21/2011 15:54,0.85,15351.0,United Kingdom
576053,22450,SILK PURSE BABUSHKA BLUE,4,11/13/2011 14:53,3.35,16726.0,United Kingdom
554079,22178,VICTORIAN GLASS HANGING T-LIGHT,12,5/22/2011 11:41,1.25,14546.0,United Kingdom
541859,21459,YELLOW EASTER EGG HUNT START POST,1,1/23/2011 15:34,1.95,14606.0,United Kingdom
556734,21749,LARGE RED RETROSPOT WINDMILL,6,6/14/2011 12:00,2.1,13476.0,United Kingdom
569568,16048,TEATIME ROUND PENCIL SHARPENER ,24,10/5/2011 9:57,0.12,12700.0,France
577747,21523,DOORMAT FANCY FONT HOME SWEET HOME,48,11/21/2011 14:21,8.0,17450.0,United Kingdom
568531,23505,PLAYING CARDS I LOVE LONDON ,3,9/27/2011 13:49,1.25,16713.0,United Kingdom
555344,23208,LUNCH BAG VINTAGE LEAF DESIGN,50,6/2/2011 11:45,1.65,15311.0,United Kingdom
539290,22644,CERAMIC CHERRY CAKE MONEY BANK,4,12/16/2010 16:36,1.45,16271.0,United Kingdom
570186,22735,RIBBON REEL SOCKS AND MITTENS,10,10/7/2011 15:01,1.65,17509.0,United Kingdom
554663,84673B,BLUE FLY SWAT,3,5/25/2011 14:29,0.65,14985.0,United Kingdom
566275,21977,PACK OF 60 PINK PAISLEY CAKE CASES,2,9/11/2011 13:58,0.55,16549.0,United Kingdom
544664,22861,EASTER TIN CHICKS IN GARDEN,6,2/22/2011 14:55,1.65,16045.0,United Kingdom
548728,21497,FANCY FONTS BIRTHDAY WRAP,25,4/4/2011 9:55,0.42,13198.0,United Kingdom
547686,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,3/24/2011 14:49,0.85,15513.0,United Kingdom
569230,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,10/2/2011 15:07,2.95,16533.0,United Kingdom
545289,22169,FAMILY ALBUM WHITE PICTURE FRAME,2,3/1/2011 11:55,8.5,14732.0,United Kingdom
566294,22666,RECIPE BOX PANTRY YELLOW DESIGN,3,9/11/2011 15:41,2.95,15533.0,United Kingdom
542602,21670,BLUE SPOT CERAMIC DRAWER KNOB,4,1/30/2011 12:09,1.25,15579.0,United Kingdom
576078,23227,FILIGREE HEART BUTTERFLY WHITE ,6,11/13/2011 16:22,1.25,14432.0,United Kingdom
559774,84836,ZINC METAL HEART DECORATION,2,7/12/2011 11:37,1.25,18122.0,United Kingdom
536398,22752,SET 7 BABUSHKA NESTING BOXES,6,12/1/2010 10:52,8.5,13448.0,United Kingdom
580632,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,1,12/5/2011 12:16,3.75,16360.0,United Kingdom
568531,22710,WRAP I LOVE LONDON ,25,9/27/2011 13:49,0.42,16713.0,United Kingdom
576628,21731,RED TOADSTOOL LED NIGHT LIGHT,12,11/16/2011 8:28,1.65,13449.0,United Kingdom
538576,84879,ASSORTED COLOUR BIRD ORNAMENT,8,12/13/2010 11:29,1.69,14498.0,United Kingdom
556477,23306,SET OF 36 DOILIES PANTRY DESIGN,4,6/12/2011 12:20,1.45,12841.0,United Kingdom
566921,21914,BLUE HARMONICA IN BOX ,1,9/15/2011 14:56,1.25,17898.0,United Kingdom
568046,21931,JUMBO STORAGE BAG SUKI,1,9/23/2011 12:16,2.08,18118.0,United Kingdom
575117,21756,BATH BUILDING BLOCK WORD,1,11/8/2011 14:22,6.25,12748.0,United Kingdom
540464,22804,CANDLEHOLDER PINK HANGING HEART,6,1/7/2011 13:17,2.55,14298.0,United Kingdom
537154,22729,ALARM CLOCK BAKELIKE ORANGE,2,12/5/2010 13:05,3.75,15808.0,United Kingdom
538662,22374,AIRLINE BAG VINTAGE JET SET RED,12,12/13/2010 15:44,3.95,15159.0,United Kingdom
570715,22600,CHRISTMAS RETROSPOT STAR WOOD,24,10/12/2011 10:23,0.85,18287.0,United Kingdom
578633,23371,SET 36 COLOUR PENCILS SPACEBOY ,16,11/24/2011 16:31,1.25,16616.0,United Kingdom
578757,22629,SPACEBOY LUNCH BOX ,1,11/25/2011 11:41,1.95,12748.0,United Kingdom
570964,23437, 50'S CHRISTMAS GIFT BAG LARGE,24,10/13/2011 11:50,1.25,12766.0,Portugal
537381,22601,CHRISTMAS RETROSPOT ANGEL WOOD,17,12/6/2010 13:13,0.85,14667.0,United Kingdom
546392,20675,BLUE POLKADOT BOWL,1,3/11/2011 14:15,1.25,14587.0,United Kingdom
554270,22292,HANGING CHICK  YELLOW DECORATION,24,5/23/2011 13:05,1.45,15046.0,United Kingdom
580534,23199,JUMBO BAG APPLES,10,12/4/2011 16:02,2.08,12724.0,France
